year,area,concept,escs,metric,value
2006,NLD,escs,quart_2,freq_se,0.746397291381224
2006,NLD,escs,quart_3,freq,30.0191152052453
2006,NLD,escs,quart_3,freq_se,0.813236016780506
2006,NLD,escs,quart_4,freq,38.7202415489147
2006,NLD,escs,quart_4,freq_se,1.37705396163092
2006,POL,escs,quart_1,freq,44.882371428059
2006,POL,escs,quart_1,freq_se,1.07215029722399
2006,POL,escs,quart_2,freq,26.6169270824621
2006,POL,escs,quart_2,freq_se,0.77461863189976
2006,POL,escs,quart_3,freq,15.4161257844214
2006,POL,escs,quart_3,freq_se,0.610680177645215
2006,POL,escs,quart_4,freq,13.0845757050574
2006,POL,escs,quart_4,freq_se,0.681275845578022
2006,PRT,escs,quart_1,freq,53.2790176098063
2006,PRT,escs,quart_1,freq_se,1.39993170782194
2006,PRT,escs,quart_2,freq,17.339120368048
2006,PRT,escs,quart_2,freq_se,0.776181096230482
2006,PRT,escs,quart_3,freq,12.4524776017577
2006,PRT,escs,quart_3,freq_se,0.620654260730381
2006,PRT,escs,quart_4,freq,16.929384420388
2006,PRT,escs,quart_4,freq_se,1.04469460031426
2006,ROU,escs,quart_1,freq,45.0010258805663
2006,ROU,escs,quart_1,freq_se,1.61098845105165
2006,ROU,escs,quart_2,freq,27.6823942871908
2006,ROU,escs,quart_2,freq_se,1.2983232274652
